   wave             C        sig sigcal    lorange    hirange
4068.95      63.68673     16.015  0.303      1.488     26.199
4069.56      63.57499     15.966  0.303      1.476     26.105
4070.18      63.46377     15.917  0.302      1.464     26.012
 4070.8      63.35307     15.868  0.302      1.452     25.920
4071.42      63.24288     15.819  0.302      1.440     25.828
4072.03       63.1332     15.771  0.301      1.428     25.736
4072.65      63.02403     15.723  0.300      1.416     25.645
4073.27      62.91536     15.675  0.300      1.404     25.554
4073.89      62.80719     15.627  0.300      1.393     25.464
 4074.5      62.69952     15.580  0.299      1.381     25.374
4075.12      62.59234     15.533  0.299      1.369     25.284
4075.74      62.48564     15.486  0.298      1.358     25.195
4076.36      62.37943     15.440  0.298      1.346     25.106
4076.97      62.27371     15.393  0.297      1.335     25.018
4077.59      62.16846     15.347  0.297      1.323     24.930
4078.21      62.06369     15.301  0.296      1.312     24.842
4078.83      61.95939     15.255  0.296      1.300     24.755
4079.44      61.85555     15.210  0.295      1.289     24.668
4080.06      61.75219     15.164  0.295      1.278     24.582
4080.68      61.64928     15.119  0.294      1.266     24.496
 4081.3      61.54684     15.074  0.294      1.255     24.410
4081.92      61.44485     15.030  0.293      1.244     24.325
