    wave             C         sig   sigcal     lorange     hirange
 4529.39      29.03538       2.032    0.034       0.343       2.627
 4530.35      29.08246       2.036    0.034       0.340       2.636
 4531.31       29.1303       2.040    0.034       0.338       2.645
 4532.27       29.1789       2.045    0.034       0.336       2.654
 4533.22      29.22826       2.049    0.034       0.333       2.664
 4534.18      29.27839       2.053    0.034       0.331       2.673
 4535.14       29.3293       2.058    0.034       0.328       2.683
  4536.1      29.38098       2.063    0.034       0.326       2.693
 4537.06      29.43346       2.068    0.034       0.323       2.703
 4538.01      29.48672       2.072    0.034       0.321       2.713
 4538.97      29.54077       2.077    0.034       0.318       2.723
 4539.93      29.59563       2.082    0.034       0.316       2.734
 4540.88       29.6513       2.088    0.034       0.313       2.745
 4541.84      29.70778       2.093    0.034       0.311       2.756
  4542.8      29.76509       2.098    0.034       0.308       2.767
 4543.76      29.82321       2.104    0.034       0.305       2.778
 4544.71      29.88217       2.110    0.034       0.303       2.789
 4545.67      29.94197       2.115    0.034       0.300       2.801
 4546.63      30.00262       2.121    0.034       0.297       2.813
 4547.58      30.06412       2.127    0.034       0.294       2.825
 4548.54      30.12647       2.133    0.034       0.291       2.837
 4549.49       30.1897       2.140    0.034       0.289       2.849
 4550.45       30.2538       2.146    0.034       0.286       2.862
 4551.41      30.31877       2.153    0.034       0.283       2.874
 4552.36      30.38464       2.159    0.034       0.280       2.887
 4553.32       30.4514       2.166    0.034       0.277       2.900
 4554.27      30.51907       2.173    0.034       0.274       2.914
 4555.23      30.58765       2.179    0.034       0.271       2.927
 4556.18      30.65714       2.187    0.034       0.268       2.941
 4557.14      30.72757       2.194    0.034       0.265       2.955
 4558.09      30.79893       2.201    0.034       0.261       2.969
 4559.05      30.87124       2.209    0.034       0.258       2.984
  4560.0       30.9445       2.217    0.034       0.255       2.998
 4560.96      31.01872       2.224    0.034       0.252       3.013
 4561.91      31.09392       2.232    0.034       0.248       3.028
 4562.87      31.17009       2.241    0.035       0.245       3.043
 4563.82      31.24726       2.249    0.035       0.242       3.059
 4564.77      31.32542       2.257    0.035       0.238       3.075
 4565.73       31.4046       2.265    0.035       0.235       3.091
 4566.68      31.48479       2.274    0.035       0.231       3.107
 4567.63      31.56602       2.283    0.035       0.227       3.124
 4568.59      31.64828       2.293    0.035       0.224       3.140
 4569.54      31.73159       2.301    0.035       0.220       3.157
  4570.5      31.81597       2.311    0.035       0.216       3.175
 4571.45      31.90142       2.320    0.035       0.212       3.192
  4572.4      31.98795       2.330    0.035       0.209       3.210
 4573.35      32.07558       2.340    0.035       0.205       3.228
 4574.31      32.16431       2.350    0.035       0.201       3.247
 4575.26      32.25417       2.360    0.035       0.197       3.265
 4576.21      32.34515       2.371    0.035       0.193       3.284
 4577.17      32.43728       2.381    0.035       0.188       3.303
 4578.12      32.53056       2.392    0.035       0.184       3.323
 4579.07      32.62501       2.403    0.035       0.180       3.343
